Название;Описание;Цена;Цена до скидки;Фото 1;Фото 2;Фото 3;Категория;Бранд;;
"CLARINA Anti-Acne Cream Himalaya (Кларина, крем от прыщей и угревой сыпи, Хималая), 30 г.
";"Крем Кларина – высокоэффективное средство по борьбе с недостатками кожи, такими как прыщи, угревая сыпь, пигментация. Восстанавливает кожу после лечения угревой сыпи. Также крем уменьшает выработку кожного сала и сужает поры.

Крем Кларина предупреждает и устраняет воспалительные изменения на поверхности эпидермиса, обладает антисептическим действием, способствует регенерации кожи и восстановлению её сопротивляемости различным инфекциям, тонизирует, питает, уменьшает покраснения, сухость и шелушение.

В качестве доказательства эффективности данного средства, ниже приводим данные одного из клинических исследований, проведенных с участием 50 пациентов, страдающих 1, 2 и 3 стадиями угревой болезни, применявших крем Кларина дважды в день в течении 6 недель. В результате отмечена редукция следующих симптомов: сужение пор и уменьшение жирности кожи, гиперпигментации, количества папул, пустул, черных и белых комедонов, рубцов, снижение симптомов жжения, раздражения и уменьшение зуда.

НАЗНАЧЕНИЕ

Прыщи, угревая сыпь, неровности, рубцы после угрей, жирная кожа, зуд, раздражения.";372;414;https://india-bazar.ru/images/stories/virtuemart/product/clarina-anti-acne-cream-himalaya-klarina-krem-ot-pryshchej-i-ugrevoj-sypi-khimalaya-30-g.jpg;;;Красота;himalaya;;
"ASWAGANDHARISHTAM, Kottakkal Ayurveda (Аюрведический тоник АШВАГАНДХАРИШТАМ, Коттаккал Аюрведа), 450 мл.
";"Ашвагандариштам (Aswagandharishtam) – это аюрведическое средство для укрепления нервной системы. Эффективно помогает при нервных расстройствах, отеках, возвращает подвижность суставам, помогает снять боли. Применяется также для восстановления энергии, укрепления иммунитета, стимулирования умственной активности и нормализации настроения. Ашвагандариштам устраняет стресс и тревожность, улучшает память и снимает хроническую усталость.

Показания к применению:

нервные расстройства
отеки
боли
низкая энергия
слабый иммунитет
перепады настроения
стресс
тревожность
плохая память
хроническая усталость";684;760;https://india-bazar.ru/images/stories/virtuemart/product/aswagandharishtam-kottakkal-ayurveda-ayurvedicheskij-tonik-ashvagandkharishtam-kottakkal-ayurveda-450-ml.jpg;;;Здоровье;maharishi;;
"BALARISHTAM, Kottakkal Ayurveda (Аюрведический тоник БАЛАРИШТАМ, для лечения суставов, Коттаккал Аюрведа), 450 мл.
";"Балариштам - аюрведический тоник, который оказывает болеутоляющий эффект при заболеваниях суставов, нервов, мышц и костей. В целом устраняет расстройства по Вата-типу. Относится к классу аюрведических вин, поэтому содержит в своём составе небольшое количество алкоголя.

Расслабляет мышцы после сильных и продолжительных физических нагрузок. Способствует ускорению заживления переломов. Также помогает при различных формах спондилеза. Снимает мышечные спазмы, уменьшает воспаление и боль.

Препарат увеличивает силу и выносливость, помогая справляться с периодами больших физических и психических нагрузок. Он очень благотворно действует на нервную систему, излечивая, например, невралгию, паралич половины тела или одной из конечностей. Несмотря на свои успокоительные свойства, препарат не дает заторможенности.

Как и многие аюрведические препараты, Балариштам улучшает пищеварение, благодаря чему уходят проблемы с желудочно-кишечным трактом, например, несварение. Можно говорить о том, что данный препарат улучшает здоровье организма в целом.

НАЗНАЧЕНИЕ

Вата-дисбаланс, укрепление нервной системы, мышечные спазмы, слабость костей, артрит, спондилез, воспаление суставов, отёки суставов, невралгия, паралич, суставные боли, для пожилого возраста.";684;760;https://india-bazar.ru/images/stories/virtuemart/product/balarishtam-kottakkal-ayurveda-ayurvedicheskij-tonik-balarishtam-kottakkal-ayurveda-450-ml66.jpg;;;Здоровье;bastofindia;;
"TRIPHALA Tablet, Kottakkal Ayurveda (ТРИФАЛА, для пищеварительной системы, Коттаккал Аюрведа), 60 таб.
";"Трифала – одна из самых известных формул Аюрведы, содержащая в равной пропорции три основных компонента – плоды амлы (индийский крыжовник), харитаки (миробалан чебула), бибхитаки (миробалан белерика).

Трифала является препаратом для комплексного лечения и очищения организма, действует на все типы тканей человека (дхату) и помогает добиться баланса 3-х дош (Капха, Вата, Пита). Трифала используется как самостоятельное лечебное средство, а также входит в качестве основного компонента в другие известные формулы Аюрведы. В зависимости от соединения с другими составляющими, трифала помогает добиться невероятных результатов в лечении большого спектра заболеваний.

Трифала – препарат, который чаще всего рекомендуется для нормализации работы желудочно-кишечного тракта, лечения заболеваний глаз и улучшения зрения, а также при различных заболеваниях кожи, нарывах, ранах, гнойничках. Препарат будет эффективен в борьбе с избыточным весом, регулярной тягой к чрезмерному потреблению пищи, как вспомогательное средство в процессе комплексной очистке организма, а также для избавления от лени.

Трифала оказывает мягкое слабительное действие, улучшает пищеварение, балансирует работу вкусовых рецептаров, повышая удовольствие, получаемое от еды, что позволяет насытиться быстрее и избежать переедания.

Можно трифалу в соединение с медом и топленым маслом гхи оказывает мощный лечебный эффект на органы зрения, снимает сухость, красноту, раздражение, зуд и жжение в глазах. Трифала также способствует улучшению зрения, снимает усталость и охлаждает глаза.

Отвар из трифалы используется для лечения кожных заболеваний и инфекций, ран, гнойничков, воспалений, нарывов. Отвар трифалы также применяют для лечения различного рода вагинальных выделений.

Трифала является богатым источником антиоксидантов, способствует комплексному улучшению внутренней работы организма, тормозя разрушительные и болезненные процессы. Благодаря полностью натуральному составу, препарат может приниматься продолжительный период времени в качестве ежедневного тоника, укрепляющего или омолаживающего средства.

Основной состав: плоды амлы (индийский крыжовник), харитаки (миробалан чебула), бибхитаки (миробалан белерика).";360;400;https://downloader.disk.yandex.ru/preview/108ff79a380abaf77eecf8cc9ba45315bc15c325696f4411394fdd4401123b9c/6387aeda/is62xr-7L0hnwFtroB7TwKhXAkReq_cj2IAjILTTAjX-3H1Dx7DjoLlDsoWKSN4U3Dd_YWXtAHwJdPl7bPgvNw%3D%3D?uid=0&filename=IMG_0049.jpg&disposition=inline&hash=&limit=0&content_type=image%2Fjpeg&owner_uid=0&tknv=v2&size=1838x937;;;Здоровье;bastofindia;;
"KAISORAGUGGULU VATIKA, Kottakkal Ayurveda (КАЙШОРАГУГГУЛУ ВАТИКА, Коттаккал Аюрведа), 100 таб.
";"Препарат представляет собой аюрведическую форму гугул, используемую для повышенной мочевой кислоты, от легкой до тяжелой атаки подагрического артрита, воспалительных заболеваний, ран, заболеваний брюшной полости, запора, расстройства желудка, диабетических карбункулов и т. д.
Кайшора Гуггул многофункциональный детоксикационный препарат, действие которого направлено на глубокую внутреннею очистку и восстановление тканей организма, вывод шлаков и токсинов, подавление вредоносных бактерий и инфекционных агентов. Кайшора гуггул регулирует обменные процессы в организме, очищает кровь, нормализует уровень липидов в крови, корректирует работу печени, почек и пищеварительной системы. Препарат обладает противовоспалительным, противомикробным и антибиотическим действием, которые успешно используются для лечения заболеваний, связанных с избыточным накоплением продуктов Вата и Питта дош, повреждений суставов и мышц, различных кожных патологий, сахарного диабета, нарушения функции мочеполовой системы и печени, любых расстройств здоровья в результате загрязнения крови и интоксикации.";910;1012;https://downloader.disk.yandex.ru/preview/990a4ac35f1cf8be8a1a69d730828888c38c645cb961880ef9c7ece9c73d4758/6387aeda/j1b-qUDckbYlqRddp0DoTe51njq4kZNubu3sVoAlaz-voByMes4K6gQYeUPforbcAe79tGbEiZtoAtPmZe8paw%3D%3D?uid=0&filename=IMG_0053%20%282%29.jpg&disposition=inline&hash=&limit=0&content_type=image%2Fjpeg&owner_uid=0&tknv=v2&size=1838x937;;;Здоровье;dabur;;
"VALIYA SAHACHARADI TAILAM, Kottakkal (Аюрведическое масло для лечения болезней ног ВАЛИЯ САХАЧАРАДИ ТАЙЛАМ, Коттаккал), 200 мл.
";"Сахачаради Тайлам - эффективное средство для лечения болезней ног, состоящее из более чем 30 растительных и минеральных ингредиентов. Оказывает благотворный эффект на суставы, а также сосуды при варикозном расширении вен, снимает онемение и спазмах в ногах.

Процедуры массажа и самомассажа с использованием этого масла способствуют нормализации кровообращения, питанию и укреплению сосудов, а также повышают тонус мышц. Средство устраняет чувство тяжести в ногах, препятствует возникновению отёков, сосудистых «звездочек» и вздутых вен на ногах. Именно поэтому оно рекомендуется в качестве профилактического средства всем тем, кто проводят много времени на ногах в течение дня и предрасположен к данным проявлениям.

Масло оказывает противовоспалительное и согревающее воздействие. Активный массаж против направления роста волос помогает в устранении целлюлита. Оно балансирует Вата и Капха доши. Массаж с этим маслом можно полезен также в период беременности, но лёжа на боку.

Польза массажа с использованием Сахачаради Тайлам невозможно переоценить, так как происходит стимуляция крови и лимфообращения, укрепляется иммунная система, приходит чувство расслабленности и облегчаются мышечные спазмы. Его польза проявляется ещё и в том, что оно помогает помогает заснуть.

НАЗНАЧЕНИЕ

Сосудистые звездочки, варикозное расширение вен, тяжесть в ногах, плохое кровообращение в ногах, отеки в ногах, низкий тонус мышц, чувство онемения в ногах, боль в пояснице, ревматические болезни, профилактика болезней ног, артрит, ревматизм.";850;945;https://india-bazar.ru/images/stories/virtuemart/product/valiya-sahacharadi-tailam-kottakkal-ayurvedicheskoe-maslo-valiya-sakhacharadi-tajlam-kottakkal-200-ml78.jpg;;;Здоровье;bastofindia;;
"BRAHMI CAPS, Kottakkal Ayurveda (БРАХМИ (БРАМИ) мозговой тоник, Коттаккал Аюрведа), 60 капс.
";"Брахми - это эффективный природный тоник для стимуляции активности мозга, не оказывающий при этом каких-либо побочных эффектов.

Брахми – популярное в Индии растение и одно из самых важных омолаживающих, тонизирующих и укрепляющих нервные клетки средств для мозга, которое использует Аюрведа. Оно повышает концентрацию внимания и общую способность к обучению. Действует как успокаивающее средство, используется при неврозах, бессоннице, гиперактивности у детей, эмоциональном возбуждении и больших умственных нагрузках.

Способствует нормализации правильного мозгового кровообращения, благодаря чему прекращаются хронические головные боли, уменьшаются спазмы сосудов мозга, останавливается выпадение волос и появление ранней седины. Препарат улучшает память, замедляет дегенеративные процессы в нервной системе. Действуя как антиоксидант, он увеличивает продолжительность жизни. Считается, что растение придаёт сил в пожилом возрасте и помогает ещё долго поддерживать хорошее самочувствие даже в преклонных летах.

Брахми повышает защитные силы организма. Укрепляет надпочечники, которые участвует в синтезе гормона стресса, а также глюкокортикоидов, приводящих к приподнятому настроению и ослабляющих воспалительные процессы в организме. Кроме того, Брахми относится к мощным натуральным средствам, очищающим кровь. Благодаря чему оно естественным образом также улучшают и внешнее состояние кожи при хронических заболеваниях, среди которых экзема, угревая сыпь, псориаз, дерматиты.

Препарат способствует ускорению обменных процессов в тканях, оказывает охлаждающее, противолихорадочное и мочегонное действие. Используется в Аюрведе в терапии бронхолёгочных заболеваний. Благотворно влияет при сердечно-сосудистых расстройствах, зависящих от эмоционального состояния пациента.

НАЗНАЧЕНИЕ

Нервные расстройства, головная боль, большие умственные нагрузки, потеря памяти, преждевременное старение, выпадение волос, судороги нервного происхождения, эпилепсия, тонзиллит, гайморит, фронтит, детское здоровье, для пожилых людей, стресс, болезнь Паркинсона.";504;560;https://india-bazar.ru/images/stories/virtuemart/product/brahmi-caps-kottakkal-ayurveda-brakhmi-brami-kottakkal-ayurveda-60-kaps.jpg;;;Здоровье;dabur;;
"TRIVRILLEHAM, Kottakkal (ТРИВРИЛЛЕХАМ, глубокое очищение организма от шлаков и токсинов, Коттаккал), 200 г.
";"риврил лехям это джем, аналог аюрведического препарата в виде порошка «Триврит». (трижды завернутый). Сладковато-вяжущий джем, на основе меда и смеси из 6 трав. В основе этого состава находится Сахарный тростник, Мёд и многолетний вьюн - Operculina turpethum.
Тривриллехам (Trivrilleham) – это аюрведическое средство для очищения кишечника, которое выводит шлаки и токсины, излишнюю жидкость и нормализует пищеварение. Способствует лучшему усвоению пищи, избавляет от усталости и поднимает настроение, а также эффективно помогает при запоре. Применение этого средства способствует быстрому и эффективному очищению кишечника, а также улучшению работы органов желудочно-кишечного тракта.

Средство используется для улучшения работы эндокринной системы. Для очищения желез внешней и внутренней секреции и крови. Действует как слабительное. Назначается в ходе проведения процедур Панчакармы или как слабительное в процессе подготовки к Панчакарме (Пурвакарма). Средство для очищения крови и селезенки. Является слабительным средством.";476;520;https://india-bazar.ru/images/stories/virtuemart/product/trivrilleham-kottakkal-trivrillekham-kottakkal-200-g.jpg;;;Здоровье;himalaya;;
"INDUKANTAM KWATHAM tablets Kottakkal Ayurveda (ИНДУКАНТАМ Кватхам, для баланса Вата доши, Коттаккал Аюрведа), 100 таб.
";"Индукантам Кватхам - препарат, который применяется для нормализации баланса Вата доши. Лечит органы брюшной полости, укрепляет организм при хронических недугах. Используется для улучшения работы желудочно-кишечного тракта. Оказывает жаропонижающее и бронхолитическое воздействие.

Большинство болезней желудочно-кишечного тракта могут быть излечены или сведены к минимуму при помощи такого препарата как Индуканта. К таким расстройствам относятся: вздутие живота, колики, запор, плохая перевариваемость пищи, язва двенадцатиперстной кишки и многие др.

Также он помогает против лихорадки, повышенной температуры, кашля, в том числе хронического и даже у пожилых людей. Данное средство значительно уменьшает симптомы проявления респираторных заболеваний за счет воздействия на причину болезни. Если Вы или Ваши родственники страдаете от хронического бронхита, но не хотите употреблять препараты с серьезными побочными эффектами, то Индукантам Кватхам Вам идеально подойдет. Он дает также хорошие результаты при лечении туберкулеза.

Также средство хорошо известно как препарат для проведения панчакармы (очистки организма) на подготовительном этапе.";952;1058;https://india-bazar.ru/images/stories/virtuemart/product/indukantam-kwatham-tablets-kottakkal-ayurveda-indukantam-kvatkham-kottakkal-ayurveda-100-tab.jpg;;;Здоровье;maharishi;;
"GOKSHURA Men's Wellness, Himalaya (ГОКШУРА, Для лечения болезней мочеполовой системы, Хималая), 60 таб.
";"Гокшура - это замечательный аюрведический негормональный биостимулятор для мужчин, увеличивающий половую и физическую выносливость. Однако, он лечит ещё множество болезней преимущественно в нижней части тела как у мужчин, так и у женщин. Является афродизиаком.

При заболеваниях почек Гокшура Чурна действует как тонизирующее средство, очищающее и омолаживающее ткани этого органа. Поэтому при дисфункции почек очень полезно принимать этот препарат. Чурна полезна при аденоме простаты, особенно эффективно она действует в сочетании с Ашвагандхой.

Средство благотворно влияет на нервную систему при стрессовых расстройствах, снижает негативное влияние стресса на организм, улучшает работу мозга. Оказывает положительное воздействие при диабете, а именно связанных с ним распространённых проблемах с мочеиспусканием, при дизурии.

Помимо прочего, Гокшура помогает при геморрое, люмбаго, ишиасе, заболеваниях суставов - подагре и ревматизме. Оказывает мягкое мочегонное воздействие. Снимает боль и спазмы, выводит токсины и камни из почек.

Восстанавливает женский организма после родов, а в мужском теле нормализует выработку тестостерона и синтез семени. Помогает при большинстве урологических и гинекологических инфекций, повышает тонус мочеполовой и репродуктивной системы, стимулирует половое влечение как у мужчин, так и у женщин.";522;580;https://india-bazar.ru/images/stories/virtuemart/product/gokshura-mens-welness-himalaya-gokshura-dlya-lecheniya-boleznej-mochepolovoj-sistemy-khimalaya-60-tab71.jpg;https://india-bazar.ru/images/stories/virtuemart/product/gokshura-mens-welness-himalaya-gokshura-dlya-lecheniya-boleznej-mochepolovoj-sistemy-khimalaya-60-tab.jpg;;Здоровье;bastofindia;;
"TAGARA Sleep Wellness, Himalaya (ТАГАРА, Натуральное снотворное, Хималая), 60 таб.
";"Тагара - натуральное и эффективное средство для облегчения засыпания. Препарат полностью состоит из растения Тагара - валерьяны индийской. Она применяется в качестве седативного средства, которое улучшает качество сна за счёт сокращения количества пробуждений и времени до наступления засыпания.

Экстракт Валерьяны индийской, судя по названию, является ничем иным как привычной валерьяны, но из-за разности климатических условий и особенности почвы валерьяна, произрастающая в Индии несколько отличается по своему биохмическому составу и свойствам, поэтому обладает более широким спектром применения и силой воздействия на организм.

Препарат производится из растений, произрастающих у подножия Гималаев, и используется в индийской аюрведической медицине с древних времен как эффективное средство при нервной возбудимости, раздражительности, проблемах со сном, приступах паники и навязчивых беспокойств.

Приём Тагары хорошо снимает напряжение, улучшает самочувствие и помогает расслабится в любых ситуациях. В отличии от фармацевтических аналогов препарат не вызывает побочных эффектов и полностью натурален. В сравнении с большинством успокоительных средств синтетического происхождения, данный препарат не вступает в контакт с алкоголем и не снижает остроту концентрации внимания в такой степени.";342;380;https://india-bazar.ru/images/stories/virtuemart/product/tagara-himalaya-60tab-600x600.jpg;;;Здоровье;dabur;;
"SHIGRU Bone & Joint Wellness, Himalaya (ШИГРУ, Детокс и антиоксидант, Хималая), 60 таб.
";"Шигру - эффективный препарата, используемый при болезнях суставов, которые сопровождаются болью и отеком.

Шигру предствляет собой быстрорастущее красивое дерево, которое по-научному называется Моринга олифейра и применяется в Аюрведической медицине с давних времен. Оно ценится за свою способность сохранять суставы здоровыми, улучшать их подвижность. Кроме того оно придает мускулам дополнительную энергию, укрепляет иммунную систему, уничтожает бактерии в желудочно-кишечном тракте, гармонизирует нервную систему, снижает уровень сахара в крови, очищает организм от шлаков и тяжелых металлов.

Препарат оказывает противоартритное, противоспазматическое, антибактериальное, мочегонное, успокоительное и антивирусное действие. Шигру богато хлорофиллом, является природным мультивитамином.

Данное средство назначается при ревматизме, артрите, болях и отеке в суставах и мышцах, при сахарном диабете, а также в качестве укрепляющего препарата во время курса химиотерапии.

Это натуральный природный продукт без химических примесей и побочных реакций.

Биологически активная добавка, не является медицинским лекарством.";378;420;https://india-bazar.ru/images/stories/virtuemart/product/shigru-himalaya-shigru-detoks-i-antioksidant-khimalaya-60-tab.jpg;;;Здоровье;bastofindia;;
"PUNARNAVA Urinary Wellness Himalaya (ПУНАРНАВА, Лечение мочеполовой системы, Хималая), 60 таб.
";"Пунарнава (боэрхавия раскидистая) - важное тонизирующее и омолаживающее растение для почек, которое, благодаря большому содержанию солей кальция и алкалоида пунарнавина, обычно используется в Аюрведических мочегонных сборах. Диета с регулярным применением Пунарнавы помогает нормальной работе почек и мочевыводящей системы. Используется в мочегонных сборах вместе с Гокшурой.

Пунарнава - одно из основных аюрведических растений, входит в ""золотой ряд"" аюрведы. Согласно аюрведе, сок пунарнавы имеет сладкий, горький и вяжущий вкусы. Регулирует все три доши. Улучшает состояние 6 из 7 тканей организма: кровь, мускулы, жир, костный мозг и нервы, репродуктивные жидкости, питательную плазму.

Его выращивают в Индии. В медицине используют листья, корни и семена растения. Снимает все виды отеков, очищает кровь, останавливает кровотечение, а также имеет широкий спектр других лечебных эффектов. Является болеутоляющим и противовоспалительным средством, главные из которых - мочегонное, антиспазматическое и противовоспалительное.
Благодаря большому содержанию алкалоида и солей кальция пунарнава (Punarnava), часто используется в аюрведических мочегонных сборах. Регулярное применение Пунарнавы (Punarnava) наряду с диетой помогает нормализовать работу почек и мочевыводящей системы. В мочегонных сборах используется в сочетании с Гокшурой.
Входит в состав всем известного тоника Чаванпраша.

В аюрведе Пунарнава описана как растение с многосторонним полезным действием. Это антиоксидант и расаяна - эликсир молодости, омолаживает весь организм. Слово ""пунарнава"" на санскрите означает ""обновленный"".

Боерхавия обладает мочегонным, антиспазматическим и противовоспалительным действием, помогает эффективно поддерживать функцию почек . Экстракт растения очень полезен при лечении различных отёков.

В Индии свежие листья пунарнавы (Punarnava) употребляются в пищу. Они приятны и немного кисловаты на вкус, полезны, возбуждают аппетит.";324;360;https://india-bazar.ru/images/stories/virtuemart/product/punarnava-punarnava-effektivno-podderzhit-.jpg;;;Здоровье;dabur;;
"TRIPHALA Bowel Health Management, Maharishi Ayurveda (Трифала, Махариши Аюрведа), 60 таб.
";"Трифала - легендарное аюрведическое средство, которое представляет собой древнюю формулу для оздоровления и очищения организма от токсинов, а также повышения защитной функции иммунитета. Такой эффект в конечного итоге приводит к значительному улучшению общего состояния, омоложению тканей и исцелению организма от многих заболеваний.

Название продукта «Трифала» переводится как «три фрукта». Это объясняется тем, что препарат содержит в своем составе три плода: амлу, харитаки и бибхитаки.

Препарат воздействует на все типы тканей человека и балансирует все три доши - Вата, Питту и Капху, приводя в состояние оптимального функционирования все системы жизнедеятельности организма. Благодаря такому эффекту самочувствие человека значительно улучшается. В каком бы возрасте он ни был, он начинает меньше болеть и страдать желудочно-кишечными расстройствами, улучшается состояние кожи, уходят боли в суставах, быстрее заживают различные повреждения на теле - раны и ссадины, увеличивается активность и повышается работоспособность.

В результате мягкого и постепенного освобождения тела от амы (токсинов и шлаков) трифала тонизирует и омолаживает ткани организма, повышает эффективность обменных процессов. После очищения толстого и тонкого кишечника, а также печени и желчного пузыря, селезенки и поджелудочной железы, нормализуются все функции ЖКТ. Повышается выработка энзимов, которые разрушают сложные продукты до более простых, что способствует улучшению всасываемости полезных веществ с пищей, в результате чего организм начинает получать больше питательных веществ и витаминов для своей полноценной работы.

При употреблении этого замечательного средства организм перестаёт страдать от хронических запоров, так как под её действием смягчаются каловые массы, что облегчает процесс очищения кишечника. Вместе с этим она убивает многие желудочно-кишечные патогены. Кроме того, действуя как энтеросорбент, препарат нормализует липидный обмен и позволяет контролировать аппетит за счет лучшего усвоения пищи, что делает ее незаменимой в борьбе с избыточным весом.

Кроме всего перечисленного, препарат является источником витаминов, особенно витамина С и используется в качестве пищевой добавки. Трифала питает ум и тело, а на более глубоком уровне помогает очистить ауру, развить умственные способности и наладить работу чакр.

Древнеиндийский священный текст Чарака-самхита говорит о Трифале так: «Тот, кто принимает трифалу в течение года, избавится от всех болезней и доживет до ста лет!»";324;360;https://india-bazar.ru/images/stories/virtuemart/product/triphla-maharishi-ayurveda-trifala-makharishi-ayurveda-50-tab.jpg;;;Здоровье;himalaya;;
"PRANDHARA Maharishi Ayrveda (ПРАНДХАРА, обезболивающие капли, Махариши Аюрведа), 3 мл.
";"Прандхара – это уникальное средство от Махариши Аюрведа, которое должно быть в аптечке любого человека, особенно, часто путешествующего или имеющего проблемы со здоровьем. По преданиям, этот препарат был подарен людям мудрецом, который жил в Гималаях много лет назад.

Это настоящее чудо-средство, имеющее широкий спектр лечебного действия, при котором оно помогает буквально от всех болезней, а точнее от их симптомов. В прямом смысле это средство ""скорой помощи"", которое быстро купирует вызывающие дискомфорт признаки недуга. Он незаменим при лечении инфекций в верхних дыхательных путях, особенно в самом её начале, а также болях в желудке, головной боли, устранит непрекращающийся кашель и мучительную тошноту.

Прандхара поможет снять боль любой этиологии, быстро снизит температуру при простуде, нормализует высокое артериальное давление, поможет при солнечном ударе, рините, зубной боли, боли в суставах, при ушибах и ожогах. Разумеется, следует понимать, что Прандхара – не панацея. Препарат облегчает состояние, но предполагает последующее обращение к врачу.

Препарат обладает высококонцентрированным составом, поэтому расход его крайне экономичен. В Индии многие называют Прандхару персональной «скорой помощью», которое обязательно должно быть всегда с собой.";153;170;https://india-bazar.ru/images/stories/virtuemart/product/prandhara-maharishi-ayrveda-prandkhara-obezbolivayushchie-kapli-makharishi-ayurveda-3-ml58.jpg;;;Здоровье;maharishi;;
