Название;Описание;Цена;Цена до скидки;Фото 1;Фото 2;Фото 3;Категория;Sub category
"COW's GHEE Patanjali (Топленое коровье масло ГХИ (Ги), Патанжали), 500 мл.
";"Гхи – очищенное топленое коровье масло. В Индии его не зря называют «жидким золотом» за широкий спектр целебных свойств.

С давних времен в Индии масло гхи считалось очень ценным продуктом наряду с зерном и золотом. Оно использовалось для проведения огненных церемоний подношений, его лили в огонь, произнося определенные мантры для достижения благополучия и процветания.

Топленое масло – антиоксидант, защищает организм от вредных радикалов, продлевает молодость, сохраняет красоту, улучшает зрение, усиливает иммунитет. А также ускоряет обмен веществ, улучшает пищеварение и восстанавливает процессы усвоения пищи. Снимает стресс и напряжение. Гхи подходит абсолютно всем и балансирует все три доши.

Масло гхи стимулирует огонь пищеварения, очень полезным считается его применение для приготовления пищи. Гхи имеет высокую температуру сгорания, поэтому пища, приготовленная на нем, не подгорает, а блюда приобретают ни с чем не сравнимые вкус и аромат. Такая пища считается диетической.

Гхи – источник очищающей огненной энергии. Оно наполняет очищает ум на тонком плане, влияет на ясность мыслей, формирует правильные желания, укрепляет память.

Гхи существенно отличается от простого топленого масла. В приготовлении гхи используется только натуральное сливочное масло, которое выпаривают на водяной бане в течение нескольких часов при строгом соблюдении технологии. В процессе выпаривания масло очищается от вредных примесей, в том числе в правильно приготовленном гхи отсутствует лактоза. Такое масло долгое время не портится, срок хранения более года. Качественное гхи имеет насыщенный ярко-желтый цвет и приятный аромат.

Гхи содержит ненасыщенные жирные кислоты (35%) с короткой химической связью, что позволяет маслу легко усваивается в организме, не создавая вредный холестерин.

Масло гхи богато важными для здоровья микроэлементами. Содержит натрий, калий, кальций, фосфор, магний, железо, а также витамины А (снижает риск атеросклероза) и Е (антиоксидант); линолевую кислоту (развитие органов и тканей), никотиновую кислоту.";1044;1344;https://india-bazar.ru/images/stories/virtuemart/product/cows-ghee-patanjali-toplenoe-korove-maslo-gkhi-gi-patanzhali-500-ml.jpg;;;Продукты питания;Масло
"AGASTYA RASAYANAM Kottakkal Ayurveda (Агастья Расаянам, лечение респираторных заболеваний, Коттаккал Аюрведа), 200 г.
";"Агастья Расаянам - эффективное средство для лечения респираторных заболеваний.

Практически все жители больших городов имеют те иные проблемы с легкими. Даже если кажется, что с органами дыхания все в порядке - это в не так. В них постоянно оседает смог, который не так-то легко вывести, и который влияет на состояние нашего здоровья в целом. В гораздо более худшей ситуации находятся те, кто страдает от астмы, кашля, в том числе и аллергического, бронхита, простуды и других заболеваний, связанных с легкими, а также курильщики. Более того, можно сказать, что это средство просто жизненно необходимо курильщикам.

Препарат облегчит состояние и при более тяжелых заболеваниях, вплоть до астмы. Он убивает бактерии и вирусы, разжижает мокроту, выводит из организма вредные вещества, улучшает состояние сердечно-сосудистой системы, оказывает согревающее воздействие.

Агастья Расаянам не просто способствует укреплению иммунитета, но и помогает избавиться от симптомов гриппа, простуды, ОРВИ. Его также очень хорошо использовать в качестве профилактического средства, чтобы защитить себя и своих детей в сезон простуд.

Также оно тонизирует организм при упадке сил и значительно улучшает пищеварение. Поэтому данный препарат аюрведические врачи часто прописывают пожилым людям, а также для укрепления организма после больших нагрузок и при истощения. Он также улучшает состояние при анорексии, способствуя хорошему аппетиту.";476;520;https://india-bazar.ru/images/stories/virtuemart/product/agastya-rasayanam-kottakkal-ayurveda-agastya-rasayanam-lechenie-respiratornykh-zabolevanij-kottakkal-ayurveda-200-g.jpg;;;Здоровье;Бад
"FOOT CARE CREAM Turmeric, Himalaya (ФУТКЕА, Крем для ухода за кожей стоп с куркумой, Хималая), 20 г.
";"Аюрведический крем для кожи ног - средство, которое эффективно смягчает и разглаживает сухую, загрубевшую и потрескавшуюся кожу ступней ног. Нежная текстура крема, глубоко проникая в кожу, смягчает обезвоженную кожу стоп, способствует заживлению трещин и снимает воспаления.

Комбинация произрастающих в Индии лечебных, таких как пажитник, шорея, куркума с добавлением мёда оказывают выраженное антисептическое, бактерицидное и противовоспалительное воздействие, активно восстанавливают кожу. При регулярном применении крема они поддерживают ступни гладкими и мягкими.

Крем оказывает бережное отшелушивающее воздействие, благодаря чему кожа на ногах постепенно обновляется, становится более эластичной и приятной на ощупь. Он также способствует нормализации процесса регенерации и оказывает успокаивающий эффект на кожу, снимает покраснения и раздражения.";162;180;https://disk.yandex.ru/d/H8vPocFHGu1ZZQ/Himalaya%20cosmetics/IMG_0100.jpg;;;Красота;Уход за телом
"RETINO - A 0,025% cream Janssen (Крем от акне РЕТИНО - А 0,025%, Джанссен), 20 г.
";"Крем Ретино-А - мощнейшее средство омолаживающее клетки кожи и избавляющее от угревой сыпи. Использование этого средства позволяет достигнуть большего результата омоложения, чем от применения кислотного и фенолового пилинга. 
Крем Retino-A оказывает мощнейший эффект при лечении акне в тяжелой форме и следов на коже после этого заболевания.
Также крем отлично справляется с гиперпигментацией, осветляет пигментный пятна при: мелазме, хлоазме, старческой гиперпигментации, веснушках.

Основным активным компонентом крема является третиноин. Третиноин позволяет омолодить кожу без дорогостоящих процедур и операций, придаёт коже красивый, естественный цвет, очищает и суживает поры, устраняет пигментные пятна, регулирует работу сальных желез.

Одноразовые процедуры глубокого очищения кожи кислотными пилингами могут привести к ожогам эпидермиса, следствием чего будет длительный период его восстановления. Использование крема с ретиноином не вызывает ожогов и раздражения кожи, действие крема имеет более мягкий широкий спектр воздействия.

На данный момент третиноин наиболее изученная и клинически протестированная кислота из ряда ретиноидов.

Третиноин - ретиноид 1-го поколения, представляет собой витамин А в форме карбоновой кислоты, другое название трансретиновая кислота.
Третиноин применяется в косметологии для омоложения и лечения угревой сыпи и акне наиболее чаще, чем другие ретиноидные кислоты.

Применение крема Ретино-А для лечения акне и угревой сыпи.";399;660;https://india-bazar.ru/images/stories/virtuemart/product/retino-a-0-025-cream-janssen-krem-ot-akne-retino-a-dzhanssen-20-g-1.jpg;;;Красота;Уход за телом
"RETINO - A 0,05% cream Janssen (Крем от акне РЕТИНО - А 0,05%, Джанссен), 20 г";"Крем Ретино-А - мощнейшее средство омолаживающее клетки кожи и избавляющее от угревой сыпи. Использование этого средства позволяет достигнуть большего результата омоложения, чем от применения кислотного и фенолового пилинга. 
Крем Retino-A оказывает мощнейший эффект при лечении акне в тяжелой форме и следов на коже после этого заболевания.
Также крем отлично справляется с гиперпигментацией, осветляет пигментный пятна при: мелазме, хлоазме, старческой гиперпигментации, веснушках.

Основным активным компонентом крема является третиноин. Третиноин позволяет омолодить кожу без дорогостоящих процедур и операций, придаёт коже красивый, естественный цвет, очищает и суживает поры, устраняет пигментные пятна, регулирует работу сальных желез.

Одноразовые процедуры глубокого очищения кожи кислотными пилингами могут привести к ожогам эпидермиса, следствием чего будет длительный период его восстановления. Использование крема с ретиноином не вызывает ожогов и раздражения кожи, действие крема имеет более мягкий широкий спектр воздействия.

На данный момент третиноин наиболее изученная и клинически протестированная кислота из ряда ретиноидов.

Третиноин - ретиноид 1-го поколения, представляет собой витамин А в форме карбоновой кислоты, другое название трансретиновая кислота.
Третиноин применяется в косметологии для омоложения и лечения угревой сыпи и акне наиболее чаще, чем другие ретиноидные кислоты.

Применение крема Ретино-А для лечения акне и угревой сыпи.";299;508;https://india-bazar.ru/images/stories/virtuemart/product/janssen-retino-a-krem-ot-akne-retion-a-20-g.jpg;;;Красота;Уход за телом
"Alsu Рис Басмати ALSU белый пропаренный 5кг
";"На первый взгляд рис Басмати, скорее всего, не так уж сильно отличается от других видов риса. Однако стоит только понюхать зерно, и вы заметите большую разницу. Рис Басмати имеет очень отчетливый запах, который многие описывают как похожий на попкорн, когда он приготовлен. На самом деле слово ""басмати"" на хинди означает ""полный аромата"" или ""благоухающий"". В некоторых местах его называют ""королем душистого риса"".
ЭТО лучший РИС, который Вам когда-либо приходилось пробовать! Экстра длиннозерный РИС басмати. Длина готовых зерен риса до 2 см Пакистан является одним из мировых лидеров по выращиванию риса. Готовый рис рассыпчатый, не слипается, обладает нежным ароматом и ярким вкусом, он настолько хорош, что Вам он понравится даже в качестве самостоятельного блюда. Для лучшего результата следуйте инструкции по способу приготовления.
Попробовав однажды, Вам больше не захочется есть обычный рис.
Способ приготовления:
- Замочить 1 стакан риса в воде в течение 40-60 минут.
- Воду слить, добавить 2 стакана воды, соль по вкусу.
- Варить на медленном огне в течение 15 минут.
Приятного аппетита !
";2000;2640;https://avatars.mds.yandex.net/get-mpic/5240772/img_id6439366739833621000.jpeg/orig;;;Продукты питания;РИС
"DHANWANTARAM TAILAM, Kottakkal (Аюрведическое противовоспалительное и омолаживающее массажное масло ДХАНВАНТАРАМ ТАЙЛАМ, Коттаккал), 200 мл.
";"Дханвантарам Тайлам - массажное масло, которое содержит в себе около 40 лечебных трав. Стоит ли удивляться, что оно помогает при самых разных заболеваниях? Конечно, стоит отметить, что при таких серьезных проблемах, как, например, перелом, психическое расстройство, опухоль, паралич и так далее, нужна всесторонняя терапия. Однако, масло Дханвантарам в данном случае используется в качестве наружного вспомогательного средства в той или иной степени облегчающее состояние при всех этих недугах.

Следует отметить, что при таких небольших проблемах, как бессонница, болезненные месячные, боль в суставах, в спине, переутомление, головная боль, может быть вполне достаточно простого масляного массажа.

Данное масло практически универсально. Его можно закапывать в уши при воспалительных процессах, втирать в зубы и десны для их укрепления и даже промывать им глаза, потому как оно оказывает мощный противовоспалительный и антисептический эффект. При любых повреждениях кожи, а также костей и суставов оно значительно ускоряет процесс заживления.

Оно способно восстанавливать человека после истощения сил тяжёлым трудом, как физическим, так и эмоциональным. Масло восполнит энергетические запасы организма, снимет стресс и нейтрализует его последствия, возвратит силы после травмы. Женщины эффективно используют его для восстановления после родов, оно хорошо действует на маленьких детей и пожилых людей. Кроме того, Дханвантарам Тайлам значительно улучшает состояние вялой, истощенной кожи, выводит токсины. Вы будете приятно поражены его омолаживающим эффектом.";759;;https://india-bazar.ru/images/stories/virtuemart/product/dhanwantaram-tailam-kottakkal-ayurvedicheskoe-protivovospalitelnoe-i-omolazhivayushchee-massazhnoe-maslo-dkhanvantaram-tajlam-kottakkal-200-ml1.jpg;;;Здоровье;Уход за телом
"MAHA NARAYANATAILAM, Kottakkal (Аюрведическое масло МАХА НАРАЯНАТАЙЛАМ, Коттаккал), 200 мл.
";"Массажное масло Маха Нараяна Тайлам - это одно из самых сильнодействующих масел в медицине Аюрведы для лечения признаков неврологических заболеваний. Отлично подходит для релаксации и восстановления сил. Возвращает здоровый сон, уравновешивает нервную систему, поддерживает активное состояние пожилых людей. Масло подходит как для местного, так и общего массажа тела за исключением головы.

Таким образом, Маха Нараяна Тайлам представляет собой классическую многокомпонентную аюрведическую формулу (около 30 ингредиентов), которая используется в Индии на протяжении многих столетий. Считается, что масло способствует укреплению защитной энергетической оболочки человека – его ауры.

Масло способствует облегчению болезненных ощущений неврологического происхождения при таких заболеваниях как хронический и острый ревматизм, радикулит, гемиплегия, артрит и артроз, полиомиелит, параплегия, плечевой паралич и паралич лицевого нерва, контрактура, ишиас, частые головные боли и др. Улучшает подвижность суставов, снимает судороги, онемении рук и ног, мышечные спазмы.

Данное мало используется во множестве аюрведических ритуалов красоты и здоровья. Магия его воздействия распространяется на все три доши. Способствует укреплению иммунитета, глубоко приникает под кожу и выводит токсины, помогает детям заснуть.

Оно особенно рекомендуется для общего и локального применения при мышечной слабости, дистрофии, сниженном мышечном тонусе, болях в мышцах, суставах и сухожилиях, так как способствует эффективному выведению скопившейся в них Амы. Оказывает согревающее воздействие, восстанавливает лёгкость и подвижность суставов, поддерживая их в функциональном состоянии. Продукт также полезен при мигрени, для закапывания в глаза и уши. Способствует уравновешиванию Вата доши, так как именно она отвечает за проявление боли в теле при смешивании её с другими дошами.

Применяется для повышения мужской потенции и женской способности к зачатию, повышает силу полового влечения и способность к оплодотворению, укрепляет половые органы, стимулирует кровообращение, действуя как лимфодренажное средство, снимает напряжение и повышает чувствительность тела.

Никаких известных побочных эффектов, связанных с применением продукта не отмечалось.

НАЗНАЧЕНИЕ

Общий массаж и самомассаж для повышения возможности зачатия у женщин, повышение потенции у мужчин, укрепление половых органов, мышечные и суставные боли, артрит, растяжения и ушибы, снижение слуха, ригидность шейных мышц и позвоночника, паралич, параплегия, треморы, онемение рук и ног, релаксация, нормализация сна, заболевания языка, дёсен и зубов.";983;;https://india-bazar.ru/images/stories/virtuemart/product/maha-narayanatailam-kottakkal-ayurvedicheskoe-maslo-makha-narayanatajlam-kottakkal-200-ml.jpg;;;Здоровье;Уход за телом
"MAHANARAYAN TEL kesar yukt Baidyanath (Маханараян, эффективное средство для лечения суставной боли, Бадьянатх), 100 мл.
";"Лечебное масло Mahanarayan Tel индийской фирмы Baidyanath - мощное обезболивающее и противовоспалительное аюрведическое средство для лечения хронических и острых воспалений в суставах и позвоночнике, а также быстро облегчит боль в мышцах и при растяжении связок и сухожилий.
В состав лечебного масла для суставов входят только растительные компоненты обеспечивающие быстрое устранение симптомов воспаления суставов (отеков и воспалений в околосуставных тканях) и утренней скованности. Содержит шафран.

Масло Маханараян Эффективное обезболивающее и противовоспалительное средство используемое для наружного применения. Быстро облегчает боль от травм, вывихов, растяжений, миозита, тендонита, капсулита и других болезней опорно-двигательного аппарата. Эффективно помогает при боли в пояснице, шейном отделе, в плечевых, локтевых и коленных суставах.

Масло легко впитывается в кожу и проникает глубоко в ткани, что обеспечивает быстрый эффект от действия компонентов входяцих в его состав.

В Аюрведе главной причиной болезней суставов считается Ама (токсины) накапливающиеся в организме. Масло Маханараян борется с негативным влиянием токсинов возвращая здоровье и подвижность суставам.
Масло Маханараяна используется для массажа и аппликаций, так как он хорошо разогревает мышцы, успокаивает раздражение в нервных окончаниях, имеет отвлекающие действие.";665;740;https://india-bazar.ru/images/stories/virtuemart/product/mahanarayan-tel-kesar-yukt-baidyanath-makhanarayan-effektivnoe-sredstvo-dlya-lecheniya-sustavnoj-boli-badyanatkh-100-ml.jpg;;;Здоровье;Уход за телом
"MURIVENNA, Kottakkal (МУРИВЕННА, Аюрведическое массажное масло для суставов и костей, Коттаккал), 200 мл.
";"Муривенна - масло, благотворно воздействующее на кожу, нервную систему и суставы.

Индия славится своими лечебными маслами, которые могут творить настоящие чудеса только лишь при наружном использовании. Представленный продукт относится именно к таким укрепляющим здоровье маслам. Однако, оно является не только прекрасным расслабляющим массажным средством снимающим стресс и усталость, оно также устраняет блоки и зажимы в мышцах, укрепляет суставы и снимает боль в теле.

Масло Муривенна способствует заживлению ушибов, вывихов и растяжении связок при спортивных травмах или просто активном отдыхе. Оно помогает костям срастаться быстрее, снимает боль в суставах, а также мышечную боль после активной физической работы или занятий спортом. Также оно действует как антисептик, способствует скорейшему заживлению ран.

Оно окажется очень полезным для людей в пожилом возрасте, так как с ним движения становятся легче, а тело гибче. И, конечно, Муривенна имеет выраженный косметический эффект – благодаря действию активных компонентам в его составе кожа становится более мягкой и свежей.

НАЗНАЧЕНИЕ

Свежие и долго не заживающие раны, боль и воспаление во время переломов и растяжений связок, боли при артрите. ";745;828;https://india-bazar.ru/images/stories/virtuemart/product/murivenna-kottakkal-ayurvedicheskoe-massazhnoe-maslo-dlya-sustavov-i-kostej-murivenna-kottakkal-200-ml.jpg;;;Здоровье;Уход за телом
"KARPURADI TAILAM, Kottakkal (КАРПУРАДИ ТАЙЛАМ, при растяжении или повреждении связок, Коттаккал), 200 мл.
";"асло расслабляет мышцы, снимает усталость и болезненные ощущения.

Масло для массажа при растяжении или повреждении связок, мышечных судорогах и спазмах, мышечной усталости и онемении, для восстановления после спортивных травм и тяжёлых физических нагрузок.

Масло расслабляет мышцы, снимает усталость и болезненные ощущения. Обладает антисептическим и разогревающим действием, восстанавливает кровообращение, выводит токсины, помогает при простудных заболеваниях. Эффективно для массажа при растяжении или повреждении связок, мышечных судорогах и спазмах, мышечной усталости и онемении.

Аюрведическое массажное масло Карпуради - формула, созданная врачами Аюрведы в древности и используемая неизменно до сих пор. Это эффективное средство для массажа при растяжении или повреждении связок, мышечных судорогах и спазмах, мышечной усталости и онемении. Дает облегчение при ревматических заболеваниях, отеках и опухолях в суставах, боли в груди, полезно в освобождении от затруднений дыхания, при невралгии, болях в шее.

Масло Карпуради также рекомендуется спортсменам после тяжёлых физических нагрузок. Очень эффективно действуют припарки из масла Карпуради на места повреждения. Средство подходит для проведения лёгкого аюрведического массажа ""абхьянга"".

Масло Карпуради обладает антисептическим и разогревающим действием. Восстанавливает кровообращение, выводит токсины. Расслабляет мышцы, снимает усталость и болезненные ощущения.

Эффективно помогает при простудных заболеваниях. Для массажа масло Карпуради можно применяеть в чистом виде и в комплексе с другими маслами (25% Карпуради и 75% любое другое массажное масло).";683;750;https://india-bazar.ru/images/stories/virtuemart/product/karpuradi-tailam-kottakkal-karpuradi-tajlam-kottakkal-200-ml.jpg;;;Здоровье;Уход за телом
"VARANADI KASHAYAM, Kottakkal Ayurveda (Аюрведический тоник ВАРАНАДИ КАШАЯМ, Коттаккал Аюрведа), 200 мл.
";"Varanadi Kashayam – аюрведический отвар для снижения веса, очищения организма и улучшения работы пищеварительного тракта. Помогает бороться с ожирением и нарушением обменных процессов, плюс ко всему решает проблемы расстройства желудка. Варанади Кашаям оказывает широкий спектр действия на организм, воздействуя сразу на многие органы и системы, в том числе опорно-двигательный аппарат, решая проблему хронического артрита. Применение средства способствует качественному, безболезненному снижению веса и оздоравливает желудочно-кишечный тракт, борется с некоторыми кожными заболеваниями и расстройствами сердечно-сосудистой системы. Варанади Кашаям избавляет от боли в горле, проблем слимфатическими узлами, выводит паразитов из организма, нормализует уровень сахара в крови, укрепляет кости, снимает ощущение тяжести в голове, избавляет от сонливости. Varanadi Kashayam подходит для детей и взрослых.

";540;600;https://india-bazar.ru/images/stories/virtuemart/product/varanadi-kashayam-kottakkal-ayurveda-ayurvedicheskij-tonik-varanadi-kashayam-kottakkal-ayurveda-200-ml.jpg;;;Здоровье;Уход за телом
"SUKUMARAM KASHAYAM, Kottakkal Ayurveda (Аюрведический тоник СУКУМАРАМ КАШАЯМ, Коттаккал Аюрведа), 200 мл.
";"Сукумара Кашаям (Sukumaram Kashayam) – это аюрведическое средство в виде отвара для устранения заболеваний женской репродуктивной системы. Очищает организм от шлаков и токсинов, насыщает витаминами, восстанавливает после родов, устраняет болезненные ощущения во время менструации, нормализует гормональный фон, помогает при бесплодии. Сукумара Кашаям также способствует восстановлению нормальной работы пищеварительной системы.

Показания к применению:

заболевания женской репродуктивной системы
очищение от шлаков и токсинов
дефицит витаминов
восстановление после родов
менструальные боли
гормональный дисбаланс
бесплодие
проблемы ЖКТ";621;690;https://india-bazar.ru/images/stories/virtuemart/product/sukumaram-kashayam-kottakkal-ayurveda-ayurvedicheskij-tonik-sukumaram-kashayam-kottakkal-ayurveda-200-ml.jpg;;;Здоровье;Уход за телом
"DRISHTI Eye Drop Patanjali (ДРИШТИ, глазные капли, Патанджали), 10 мл. 
";"Дришти (Drishti) – аюрведические глазные капли на основе натуральных компонентов. Помогают при различных болезнях глаз – конъюнктивите, повышенном внутриглазном давлении, переутомлении, катаракте. Средство восстанавливает остроту зрения, снимает покраснения и даже позволяет снять очки. Капли полезны для каждого, кто проводит много времени за компьютером и у кого слабое зрение. Благодаря своему мощному, но в то же время натуральному составу, подходят даже для детей.

Длительное использование данных капель поможет повысить зрение и даже снять очки. Средство оказывает общее тонизирующее воздействие на ткани глаз, способствует снижению неприятных симптомов, связанных с побочным негативным влиянием запылённого воздуха или ветра. Рекомендуется для ежедневного использования.

Продукт не имеет побочных эффектов.";49;160;https://india-bazar.ru/images/stories/virtuemart/product/drishti-eye-drop-patanjali-drishti-glaznye-kapli-patandzhali-10-ml.png;;;Здоровье;Уход за глазами
"DRISHTI tab. Shri Ganga (ДРИШТИ, лечение болезней глаз, Шри Ганга), 120 таб.
";"Дришти от Шри Ганга - эффективный и безопасный препарат для восстановления и поддержания здоровья глаз. Таблетки Дришти от компании Шри Ганга помогут Вам привести в порядок зрение и избавиться от множества неприятных симптомов, среди которых синдром сухого глаза, конъюнктивит, боль в глазах, слабость мышц глаза и др.

Особенностью этого препарата является то, что он состоит только из натуральных ингредиентов. Однако это вовсе не означает, что средство является более слабым, чем химические препараты! Напротив, оно сильнее, чем многие из них, но при этом является гораздо более безопасным, не вызывающим побочных эффектов или привыкания. Ведь природа уже дала нам все необходимое, чтобы сохранить свое здоровье.

НАЗНАЧЕНИЕ

Катаракта, коньюктивит, блефарит, глаукома с прогрессирующим увеличением глазного давления, появление плавающих точек перед глазами и другие заболевания глаз.

АКТИВНЫЕ ИНГРЕДИЕНТЫ

Трифала (Triphala). Лечебный состав из трех лечебных трав (амалаки, харитаки, бибхитаки), очищающий и омолаживающий организм, обладает легким слабительным воздействием. Относится к Расаянам - средствам для омолаживания всех тканей организма. Выводит токсины и шлаки. Богат витаминами и минералами, в особенности витамином C. Способствует улучшению зрения.

Яштимадху (Glycyrrhiza glabra). Обладает антиаллергическими свойствами, афродизиак, умиротворяет все доши. Применяется как противовоспалительное и успокоительное средство. Очищает кровь, борется с кожными болезнями, питает нервную систему, снимает головную боль, оздоравливает сосуды, нейтрализует воспалительные процессы в тканях.

Железо очищенное (Loha bhasma). Специальным образом измельченное и при помощи трав обработанное железо. Благодаря этому оно приобретает целебные свойства и легко усваивается организмом, в отличие от современных минеральных добавок. Помогает при анемии, стабилизирует состояние щитовидной железы, хорошо влияет на состояние кожи, волос, ногтей, костей, восстанавливает иммунитет.

Правала бхасма (Corallum). Измельченный порошок коралла. Очень богат кальцием. В Аюрведе используется для лечения болезней, связанных с дефицитом кальция, в том числе суставов и костей, таких как остеопороз и другие.

Суварна макшик бхасма (CuFeS2). Аюрведическое средство, специальным образом приготовленное из руды железного и медного пирита. Лечит диабет, геморрой, кожные заболевания.";684;760;https://india-bazar.ru/images/stories/virtuemart/product/drishti-tab-shri-ganga-drishti-lechenie-boleznej-glaz-shri-ganga-120-tab.jpg;;;Здоровье;Бад
"GARAM MASALA Spices blend for vegetables, Everest (ГАРАМ МАСАЛА смесь специй для овощей, Эверест), 100 г.
";"«Гарам Масала» в переводе с хинди означает «горячая смесь специй». Это традиционная приправа восточной кухни, травы и специи в составе которой, ароматные и острые, действительно согревают, усиливая циркуляцию крови, они незаменимы для тех, кто любит «погорячее», и в холодное время года – для людей, часто болеющих простудами.

Гарам Масала представляет собой порошок разных оттенков коричневого цвета с остро-сладким вкусом и ореховым ароматом. Каждую из специй прожаривают отдельно на сухой сковородке до потемнения, затем их смешивают, измельчают и хранят в стеклянной банке с плотной крышкой. Качественная Гарам Масала долго не теряет ценных пряных свойств.

Хорошо подходит для приготовления супов и вторых блюд из бобовых (чечевицы, фасоли, гороха), жареных закусок, соусов, овощных салатов, рагу, к блюдам из курицы, риса, а также удивительным образом к блюдам из фруктов. Гарам Масалу добавляют в сладкую выпечку: овсяное и гречишное печенье, пироги с ягодной, яблочной, грушевой или тыквенной начинкой, пудинги, кексы, а также в кляр (жидкое тесто), в котором обжаривают кусочки овощей или фруктов. Приправой ароматизируют травяные чаи, соки, фруктовые напитки (особенно яблочные и грушевые).

Состав: coriander, chili, cumin, cassia leaf, black pepper, cassia bark (taj), clove, black cardamom, star anise, fennel, dried ginger, iodized salt, caraway.

Страна производства: Индия";322;358;https://india-bazar.ru/images/stories/virtuemart/product/garam-masala-spices-blend-for-vegetables-everest-garam-masala-smes-spetsij-dlya-ovoshchej-everest-100-g.jpg;;;Продукты питания;Приправа
